timestamp,tweet_text,all_hashtags
,"- a mix between your grandma and a millennial 
- a slightly nicer book loving Paris Geller 
- Philippians 4:13📚",
2019-10-03 23:22:54,Spot the difference: https://t.co/mQJSpfbxWw,[]
2019-10-03 22:57:34,@slytherinreads I’m-,[]
2019-10-03 22:50:32,@mikaauguste I’m sorry I wasn’t ready for the beauty https://t.co/WYwXtVpygE,[]
2019-10-03 20:18:52,@lorien_forest lol my legacy 😂,[]
2019-10-03 19:20:09,~ dumb literary joke ~  Doctor: so what seems to be the problem? Me: my back won’t stop hurting while I’m reading.… https://t.co/yWjDLCacUT,[]
2019-10-03 19:14:32,@xcatherinereads @FrancinaSimone @chanelletime Yessss my two favorite queens!!,[]
2019-10-03 19:11:06,@_julialeigh I screamed-,[]
2019-10-03 19:04:16,@tjreadsthestars I know right???!😍,[]
2019-10-03 18:53:47,@rhiannonthropp Please!!,[]
2019-10-03 18:53:10,@vellich0rs Lol so accurate,[]
2019-10-03 16:03:46,@mcgonagalI Oh my goshhh I just saw this thank you so much!!! 💜💜🎉,[]
2019-10-02 20:28:29,@heyoliviareads YESSS the tempest,[]
2019-10-02 18:58:44,NEW VIDEO!! The Raven King Book Review https://t.co/yrX78ZCMPM via @YouTube,[]
2019-10-02 18:56:02,@littlereadersco Oh my gosh that makes it even better😂😂😂,[]
2019-10-02 18:55:40,@blondewithab00k @ThaoLe8 Oh my goodness that’s so exciting!! CONGRATULATIONS 🎉💜💜,[]
2019-10-02 17:50:42,@jessicacwrites You got this 👏🏻💜👏🏻,[]
2019-10-02 17:49:50,@littlereadersco I laughed out loud😂😂,[]
2019-10-02 17:49:01,@rhiannonthropp Ahhh you know Texas ...,[]
2019-10-02 17:48:02,@xcatherinereads Oh my gosh ...,[]
2019-10-02 16:53:18,RT @seewhatsnext: #ShadowAndBone — based on @LBardugo's Shadow and Bone and Six of Crow novels — has found its cast: Ben Barnes as General…,['ShadowAndBone']
2019-10-02 05:04:15,@StoryGlyph KEVINNNNNN!!! My heart!! 💜💜 thank you so much!!,[]
